title,field_address_address_line1,field_address_locality,field_address_administrative_area,field_address_postal_code,field_address_country_code,field_venue_type,field_short_description,field_phone,field_website_uri,field_website_title,field_cuisine,field_claimed_listing,field_image,image_search_hint,field_latitude,field_longitude,field_tags,field_address_line1,field_city,field_state,field_zip,field_country,field_description,field_website,field_source,field_menu_url,field_cta,field_cta_title
"Arepa Please Miami - Miami","Multiple Locations",Miami,FL,33101,US,Restaurant,"Venezuelan restaurant specializing in arepas and street food.",,https://arepasp.com,"Official website",Venezuelan|Arepas,0.0,,"Arepa Please Miami arepas",25.761949,-80.194493,"venezolana|arepas|arepitas|tequeños|tequenos|empanadas|cachapas|patacones|chicha|hallaca|jugos naturales|pabellón|pabellon|pepito|asado|merengada","Multiple Locations",Miami,FL,33101,US,,,,,,
"La Sandwicherie Miami - Miami Beach","229 14th St","Miami Beach",FL,33139,US,Restaurant,"Iconic sandwich shop known for fresh baguettes and late-night eats.",,https://lasandwicherie.com,"Official website",Sandwiches|Lunch,0.0,,"La Sandwicherie Miami sandwiches",25.7855219,-80.131401,"Sandwiches, Lunch, Casual, Local Favorite","229 14th St","Miami Beach",FL,33139,US,,,,,,
"Versailles Restaurant Miami - Miami","3555 SW 8th St",Miami,FL,33135,US,Restaurant,"Historic Cuban restaurant famous for Cuban sandwiches and coffee.",,https://versaillesrestaurant.com,"Official website",Cuban,0.0,,"Versailles Miami cuban food",25.756738,-80.18253,"Coffee, Casual, Sandwiches, Lunch, Cuban","3555 SW 8th St",Miami,FL,33135,US,,,,,,
"Sanguich De Miami - Miami","2057 SW 8th St",Miami,FL,33135,US,Restaurant,"Cuban sandwich shop known for authentic pressed sandwiches.",,https://sanguich.com,"Official website",Cuban|Sandwiches,0.0,,"Sanguich Miami cuban sandwich",25.762465,-80.201304,"Sandwiches, Lunch, Cuban, Casual","2057 SW 8th St",Miami,FL,33135,US,,,,,,
"Ms Cheezious Miami - Miami","7418 Biscayne Blvd",Miami,FL,33138,US,Restaurant,"Gourmet grilled cheese restaurant with creative sandwiches.",,https://mscheezious.com,"Official website",American|Sandwiches,0.0,,"Ms Cheezious Miami grilled cheese",25.760965,-80.193045,"bar food|burgers|grill|happy hour|wings","7418 Biscayne Blvd",Miami,FL,33138,US,,,,,,
"TacoCraft Fort Lauderdale - Fort Lauderdale","Multiple Locations","Fort Lauderdale",FL,33301,US,Restaurant,"Modern taco restaurant with fresh ingredients.",,https://tacocraft.com,"Official website",Mexican|Tacos,0.0,,"TacoCraft Fort Lauderdale tacos",26.127476100000003,-80.1372678,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","Multiple Locations","Fort Lauderdale",FL,33301,US,,,,,,
"Coconuts Fort Lauderdale - Fort Lauderdale","429 Seabreeze Blvd","Fort Lauderdale",FL,33316,US,Restaurant,"Waterfront seafood restaurant with casual vibe.",,https://coconutsfortlauderdale.com,"Official website",Seafood,0.0,,"Coconuts Fort Lauderdale seafood",26.1172041,-80.106217,"Seafood, Waterfront, Casual, Local Favorite","429 Seabreeze Blvd","Fort Lauderdale",FL,33316,US,,,,,,
"El Camino Fort Lauderdale - Fort Lauderdale","817 E Las Olas Blvd","Fort Lauderdale",FL,33301,US,Restaurant,"Mexican restaurant with tacos and street food.",,https://elcaminofla.com,"Official website",Mexican|Tacos,0.0,,"El Camino Fort Lauderdale tacos",26.119467,-80.1346788,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","817 E Las Olas Blvd","Fort Lauderdale",FL,33301,US,,,,,,
"Batch New Southern Kitchen Fort Lauderdale - Fort Lauderdale","525 N Federal Hwy","Fort Lauderdale",FL,33301,US,Restaurant,"Southern comfort food restaurant with brunch options.",,https://batchsouthernkitchen.com,"Official website",Brunch|Southern,0.0,,"Batch Fort Lauderdale brunch",26.1285813,-80.1372831,"Breakfast, Southern, Casual, Local Favorite","525 N Federal Hwy","Fort Lauderdale",FL,33301,US,,,,,,
"Howley's Restaurant West Palm Beach - West Palm Beach","4700 S Dixie Hwy","West Palm Beach",FL,33405,US,Restaurant,"Classic diner with breakfast all day and comfort food.",,https://sub-culture.org/howleys,"Official website",American|Breakfast,0.0,,"Howleys West Palm breakfast",26.6703799,-80.0548608,"bar food|burgers|grill|happy hour|wings","4700 S Dixie Hwy","West Palm Beach",FL,33405,US,,,,,,
"Grato West Palm Beach - West Palm Beach","1901 S Dixie Hwy","West Palm Beach",FL,33401,US,Restaurant,"Italian restaurant with pizza and pasta.",,https://gratowpb.com,"Official website",Italian|Pizza,0.0,,"Grato West Palm pizza",26.6969036,-80.0543814,"italian food|lasagna|pasta|pizza|spaghetti","1901 S Dixie Hwy","West Palm Beach",FL,33401,US,,,,,,
"Rhythm Cafe West Palm Beach - West Palm Beach","3800 S Dixie Hwy","West Palm Beach",FL,33405,US,Restaurant,"American restaurant with brunch and comfort food.",,https://rhythmcafe.com,"Official website",Brunch|American,0.0,,"Rhythm Cafe West Palm brunch",26.676984,-80.05461,"bar food|burgers|grill|happy hour|wings","3800 S Dixie Hwy","West Palm Beach",FL,33405,US,,,,,,
"Ganache Bakery West Palm Beach - West Palm Beach","306 S Dixie Hwy","West Palm Beach",FL,33401,US,Bakery|Cafe,"French bakery with pastries and desserts.",,https://ganachebakery.com,"Official website",Bakery|Cafe,0.0,,"Ganache West Palm bakery",26.7111774,-80.0534962,"Coffee, Casual, Bakery, Local Favorite","306 S Dixie Hwy","West Palm Beach",FL,33401,US,,,,,,
"Aioli West Palm Beach - West Palm Beach","7434 S Dixie Hwy","West Palm Beach",FL,33405,US,Restaurant,"Gourmet sandwich shop with creative lunch options.",,https://aioliwpb.com,"Official website",Sandwiches|Lunch,0.0,,"Aioli West Palm sandwiches",26.6501777,-80.056078,"Sandwiches, Lunch, Casual, Local Favorite","7434 S Dixie Hwy","West Palm Beach",FL,33405,US,,,,,,
"La Carreta Miami - Miami","3632 SW 8th St",Miami,FL,33135,US,Restaurant,"Cuban restaurant known for traditional dishes and Cuban sandwiches.",,https://lacarretarestaurant.com,"Official website",Cuban,0.0,,"La Carreta Miami cuban food",25.75711,-80.18496,"Sandwiches, Lunch, Cuban, Casual","3632 SW 8th St",Miami,FL,33135,US,,,,,,
"El Palacio de los Jugos Miami - Miami","5721 W Flagler St",Miami,FL,33144,US,Restaurant,"Popular Cuban spot known for fresh juices and homestyle meals.",,https://palaciodelosjugos.com,"Official website",Cuban|Juice,0.0,,"Palacio de los Jugos Miami cuban food",25.768969,-80.189719,"Smoothies, Healthy, Fresh Drinks, Cuban, Juice","5721 W Flagler St",Miami,FL,33144,US,,,,,,
"La Industria Bakery Miami - Miami","186 NE 29th St",Miami,FL,33137,US,Bakery,"Trendy bakery known for creative pastries and breakfast items.",,https://laindustriabakery.com,"Official website",Bakery|Breakfast,0.0,,"La Industria Miami bakery",25.759644,-80.183143,"Breakfast, Bakery, Casual, Local Favorite","186 NE 29th St",Miami,FL,33137,US,,,,,,
"Enriqueta's Sandwich Shop Miami - Miami","186 NE 29th St",Miami,FL,33137,US,Restaurant,"Local Cuban sandwich shop known for breakfast and lunch.",,https://enriquetasandwichshop.com,"Official website",Cuban|Sandwiches,0.0,,"Enriquetas Miami cuban sandwich",25.770582,-80.194987,"Sandwiches, Lunch, Breakfast, Cuban","186 NE 29th St",Miami,FL,33137,US,,,,,,
"Pincho Miami - Miami","Multiple Locations",Miami,FL,33101,US,Restaurant,"Latin-inspired burger and kebab restaurant.",,https://pincho.com,"Official website",Latin|Burgers,0.0,,"Pincho Miami burgers",25.753954,-80.190684,"Burgers, Latin, Casual, Local Favorite","Multiple Locations",Miami,FL,33101,US,,,,,,
"Sushi Garage Miami - Miami Beach","1784 West Ave","Miami Beach",FL,33139,US,Restaurant,"Sushi restaurant with creative rolls and Japanese dishes.",,https://sushigarage.com,"Official website",Sushi|Japanese,0.0,,"Sushi Garage Miami sushi",25.7934213,-80.1428926,"hibachi|japanese food|ramen|sushi|teriyaki","1784 West Ave","Miami Beach",FL,33139,US,,,,,,
"Coyo Taco Miami - Miami","2320 NW 2nd Ave",Miami,FL,33127,US,Restaurant,"Popular taco spot known for street tacos.",,https://coyo-taco.com,"Official website",Mexican|Tacos,0.0,,"Coyo Taco Miami tacos",25.755743,-80.186758,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","2320 NW 2nd Ave",Miami,FL,33127,US,,,,,,
"Lime Fresh Mexican Grill Miami - Miami","Multiple Locations",Miami,FL,33101,US,Restaurant,"Fast casual Mexican restaurant with burritos and tacos.",,https://limefreshmexicangrill.com,"Official website",Mexican,0.0,,"Lime Fresh Miami tacos",25.760004,-80.192293,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","Multiple Locations",Miami,FL,33101,US,,,,,,
"Chicken Fire Orlando - Orlando","Multiple Locations",Orlando,FL,32801,US,Restaurant,"Nashville hot chicken restaurant known for spicy sandwiches.",,https://chickenfirefl.com,"Official website",Chicken|Sandwiches,0.0,,"Chicken Fire Orlando hot chicken",28.538699,-81.386071,"Sandwiches, Lunch, Chicken, Casual","Multiple Locations",Orlando,FL,32801,US,,,,,,
"Toasted Orlando - Orlando","Multiple Locations",Orlando,FL,32801,US,Restaurant,"Breakfast and brunch restaurant serving toast creations.",,https://toastedfl.com,"Official website",Breakfast|Brunch,0.0,,"Toasted Orlando brunch",28.531501,-81.369836,"Breakfast, Casual, Local Favorite, Lunch","Multiple Locations",Orlando,FL,32801,US,,,,,,
"Kres Chophouse Orlando - Orlando","17 W Church St",Orlando,FL,32801,US,Restaurant,"Upscale steakhouse with lunch and dinner specials.",,https://kresrestaurant.com,"Official website",Steakhouse,0.0,,"Kres Orlando steakhouse",28.529221,-81.376439,"Steak, Steakhouse, Casual, Local Favorite","17 W Church St",Orlando,FL,32801,US,,,,,,
"Cafe Tu Tu Tango Orlando - Orlando","8625 International Dr",Orlando,FL,32819,US,Restaurant,"Tapas-style restaurant with eclectic menu and brunch.",,https://cafetututango.com,"Official website",Tapas|Brunch,0.0,,"Cafe Tu Tu Tango Orlando brunch",28.544445,-81.378425,"Coffee, Casual, Breakfast, Tapas","8625 International Dr",Orlando,FL,32819,US,,,,https://www.cafetututango.com/menu,,
"Oxford Exchange Tampa - Tampa","420 W Kennedy Blvd",Tampa,FL,33606,US,Cafe,"Upscale cafe with brunch and coffee.",,https://oxfordexchange.com,"Official website",Cafe|Brunch,0.0,,"Oxford Exchange Tampa brunch",27.946448,-82.466361,"Coffee, Casual, Breakfast, Local Favorite","420 W Kennedy Blvd",Tampa,FL,33606,US,,,,,,
"Boca Jacksonville - Jacksonville","4972 Big Island Dr",Jacksonville,FL,32246,US,Restaurant,"Modern American restaurant with seasonal dishes.",,https://bocajax.com,"Official website",American,0.0,,"Boca Jacksonville american",30.32316,-81.665494,"bar food|burgers|grill|happy hour|wings","4972 Big Island Dr",Jacksonville,FL,32246,US,,,,,,
"Safe Harbor Seafood Jacksonville - Atlantic Beach","4378 Ocean St","Atlantic Beach",FL,32233,US,Restaurant,"Seafood restaurant with fresh catch and waterfront views.",,https://safeharborseafood.com,"Official website",Seafood,0.0,,"Safe Harbor Jacksonville seafood",30.334408,-81.398696,"Seafood, Waterfront, Casual, Local Favorite","4378 Ocean St","Atlantic Beach",FL,32233,US,,,,,,
"Pasion del Cielo Miami - Miami","Multiple Locations",Miami,FL,33101,US,Cafe,"Latin coffee shop known for international coffee blends.",,https://pasiondelcielo.com,"Official website",Cafe|Coffee,0.0,,"Pasion del Cielo Miami coffee",25.75522,-80.198451,"Coffee, Casual, Local Favorite, Lunch","Multiple Locations",Miami,FL,33101,US,,,,,,
"Arepa Bar Orlando - Orlando","6615 S Orange Ave",Orlando,FL,32809,US,Restaurant,"Venezuelan arepa restaurant with casual dining.",,https://arepabarfl.com,"Official website",Venezuelan,0.0,,"Arepa Bar Orlando arepas",28.53693,-81.386342,"venezolana|arepas|arepitas|tequeños|tequenos|empanadas|cachapas|patacones|chicha|hallaca|jugos naturales|pabellón|pabellon|pepito|asado|merengada","6615 S Orange Ave",Orlando,FL,32809,US,,,,,,
"Super Rico Colombian Bistro Tampa - Tampa","Multiple Locations",Tampa,FL,33602,US,Restaurant,"Colombian restaurant serving bandeja paisa and empanadas.",,https://superrico.com,"Official website",Colombian,0.0,,"Super Rico Tampa colombian",27.955863,-82.449323,"Colombian, Casual, Local Favorite, Lunch","Multiple Locations",Tampa,FL,33602,US,,,,,,
"La Granja Fort Lauderdale - Fort Lauderdale","Multiple Locations","Fort Lauderdale",FL,33301,US,Restaurant,"Peruvian rotisserie chicken chain with rice and beans combos.",,https://lagranjarestaurants.com,"Official website",Peruvian|Chicken,0.0,,"La Granja Fort Lauderdale peruvian chicken",26.127476100000003,-80.1372678,"aji sauce|ceviche|lomo saltado|peruvian food|rotisserie chicken","Multiple Locations","Fort Lauderdale",FL,33301,US,,,,https://www.lagranjarestaurants.com/menu,,
"La Fonda Paisa Jacksonville - Jacksonville","5737 University Blvd W",Jacksonville,FL,32216,US,Restaurant,"Colombian restaurant serving traditional dishes.",,https://lafondapaisa.com,"Official website",Colombian,0.0,,"La Fonda Paisa Jacksonville colombian",30.332178,-81.652798,"Colombian, Casual, Local Favorite, Lunch","5737 University Blvd W",Jacksonville,FL,32216,US,,,,,,
"Panna West Palm Beach - West Palm Beach","517 Clematis St","West Palm Beach",FL,33401,US,Restaurant,"Italian restaurant known for pasta and pizza.",,https://pannawpb.com,"Official website",Italian|Pizza,0.0,,"Panna WPB italian pizza",26.7134982,-80.0556528,"italian food|lasagna|pasta|pizza|spaghetti","517 Clematis St","West Palm Beach",FL,33401,US,,,,,,
"Antojitos Mexicanos Orlando - Orlando","Multiple Locations",Orlando,FL,32801,US,Restaurant,"Mexican street food spot with tacos and quesadillas.",,https://antojitosfl.com,"Official website",Mexican|Tacos,0.0,,"Antojitos Orlando tacos",28.534293,-81.382436,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","Multiple Locations",Orlando,FL,32801,US,,,,,,
"El Coqui Bakery Kissimmee - Kissimmee","Multiple Locations",Kissimmee,FL,34741,US,Bakery,"Puerto Rican bakery with sandwiches and pastries.",,https://elcoquibakery.com,"Official website","Puerto Rican|Bakery",0.0,,"El Coqui Kissimmee puerto rican",28.2928,-81.4078,"Sandwiches, Lunch, Bakery, Puerto Rican","Multiple Locations",Kissimmee,FL,34741,US,,,,,,
"Taco Rico Tampa - Tampa","Multiple Locations",Tampa,FL,33602,US,Restaurant,"Casual taco restaurant with affordable combos.",,https://tacorico.com,"Official website",Mexican|Tacos,0.0,,"Taco Rico Tampa tacos",27.950138,-82.460534,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","Multiple Locations",Tampa,FL,33602,US,,,,,,
"Sushi Sake Miami - Miami","Multiple Locations",Miami,FL,33101,US,Restaurant,"Sushi restaurant chain with rolls and lunch specials.",,https://sushisake.com,"Official website",Sushi|Japanese,0.0,,"Sushi Sake Miami sushi",25.771417,-80.193343,"hibachi|japanese food|ramen|sushi|teriyaki","Multiple Locations",Miami,FL,33101,US,,,,,,
"Zaza Cuban Comfort Food Orlando - Orlando","Multiple Locations",Orlando,FL,32801,US,Restaurant,"Cuban comfort food restaurant with breakfast and lunch.",,https://zazacuban.com,"Official website",Cuban,0.0,,"Zaza Orlando cuban",28.535339,-81.373585,"Breakfast, Cuban, Casual, Local Favorite","Multiple Locations",Orlando,FL,32801,US,,,,,,
"Bolay West Palm Beach - West Palm Beach","Multiple Locations","West Palm Beach",FL,33401,US,Restaurant,"Healthy fast-casual bowls with bold flavors.",,https://bolay.com,"Official website",Healthy|Bowls,0.0,,"Bolay West Palm bowls",26.7111774,-80.0543814,"Smoothies, Healthy, Fresh Drinks, Bowls","Multiple Locations","West Palm Beach",FL,33401,US,,,,https://www.bolay.com/menu,,
"El Arepazo Latin Grill Orlando - Orlando","Multiple Locations",Orlando,FL,32801,US,Restaurant,"Latin grill specializing in Venezuelan and Colombian food.",,https://elarepazo.com,"Official website",Latin|Venezuelan|Colombian,0.0,,"El Arepazo Orlando latin",28.538421,-81.371912,"venezolana|arepas|arepitas|tequeños|tequenos|empanadas|cachapas|patacones|chicha|hallaca|jugos naturales|pabellón|pabellon|pepito|asado|merengada","Multiple Locations",Orlando,FL,32801,US,,,,,,
"La Bamba Mexican Tampa - Tampa","Multiple Locations",Tampa,FL,33602,US,Restaurant,"Popular Mexican restaurant known for large burritos.",,https://labambamexican.com,"Official website",Mexican,0.0,,"La Bamba Tampa mexican",27.955244,-82.465931,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","Multiple Locations",Tampa,FL,33602,US,,,,,,
"Pollo Tropical Miami - Miami","Multiple Locations",Miami,FL,33101,US,Restaurant,"Caribbean fast casual known for grilled chicken.",,https://pollotropical.com,"Official website",Caribbean|Chicken,0.0,,"Pollo Tropical Miami chicken",25.753975,-80.187811,"Chicken, Caribbean, Casual, Local Favorite","Multiple Locations",Miami,FL,33101,US,,,,https://www.pollotropical.com/menu,,
"Mister O1 Extraordinary Pizza Miami - Miami","Multiple Locations",Miami,FL,33101,US,Restaurant,"Pizza restaurant known for thin-crust specialty pies.",,https://mistero1.com,"Official website",Pizza|Italian,0.0,,"Mister O1 Miami pizza",25.761338,-80.189097,"italian food|lasagna|pasta|pizza|spaghetti","Multiple Locations",Miami,FL,33101,US,,,,,,
"Primanti Bros. Fort Lauderdale - Fort Lauderdale","Multiple Locations","Fort Lauderdale",FL,33301,US,Restaurant|Bar,"Casual sandwich and pizza spot with loaded sandwiches and wings.",,https://primantibros.com,"Official website",Sandwiches|Pizza|American,0.0,,"Primanti Bros Fort Lauderdale sandwiches pizza",26.127476100000003,-80.1372678,"bar food|burgers|grill|happy hour|wings","Multiple Locations","Fort Lauderdale",FL,33301,US,,,,,,
"Pummarola Fort Lauderdale - Fort Lauderdale","2104 E Oakland Park Blvd","Fort Lauderdale",FL,33306,US,Restaurant,"Neapolitan pizza restaurant with pasta and Italian dishes.",,https://pummarola.us,"Official website",Pizza|Italian,0.0,,"Pummarola Fort Lauderdale pizza",26.1669348,-80.1210666,"italian food|lasagna|pasta|pizza|spaghetti","2104 E Oakland Park Blvd","Fort Lauderdale",FL,33306,US,,,,,,
"Sushi Song Fort Lauderdale - Fort Lauderdale","Multiple Locations","Fort Lauderdale",FL,33301,US,Restaurant,"Sushi restaurant chain with rolls and Japanese lunch options.",,https://sushisong.com,"Official website",Sushi|Japanese,0.0,,"Sushi Song Fort Lauderdale sushi",26.127476100000003,-80.1372678,"hibachi|japanese food|ramen|sushi|teriyaki","Multiple Locations","Fort Lauderdale",FL,33301,US,,,,,,
"Foxy Brown Fort Lauderdale - Fort Lauderdale","476 N Federal Hwy","Fort Lauderdale",FL,33301,US,Restaurant,"Brunch and comfort food restaurant known for fried chicken and breakfast favorites.",,https://foxybrown.com,"Official website",Brunch|American,0.0,,"Foxy Brown Fort Lauderdale brunch",26.1275522,-80.1372525,"bar food|burgers|grill|happy hour|wings","476 N Federal Hwy","Fort Lauderdale",FL,33301,US,,,,,,
"City Cellar West Palm Beach - West Palm Beach","700 S Rosemary Ave","West Palm Beach",FL,33401,US,Restaurant|Bar,"American restaurant and wine bar with brunch and lunch options.",,https://citycellarwpb.com,"Official website",American|Brunch,0.0,,"City Cellar West Palm brunch",26.707159,-80.057072,"bar food|burgers|grill|happy hour|wings","700 S Rosemary Ave","West Palm Beach",FL,33401,US,,,,,,
"Maple Street Biscuit Company St. Augustine - St. Augustine","39 Cordova St","St. Augustine",FL,32084,US,Restaurant,"Breakfast and brunch restaurant known for biscuit sandwiches and brunch plates.",,https://maplestreetbiscuits.com,"Official website",Breakfast|Brunch|Southern,0.0,,"Maple Street St Augustine biscuits",29.8993116,-81.3167603,"Sandwiches, Lunch, Breakfast, Southern","39 Cordova St","St. Augustine",FL,32084,US,,,,https://www.maplestreetbiscuits.com/menu,,
"Pizza Time of St. Augustine - St. Augustine","124 St George St","St. Augustine",FL,32084,US,Restaurant,"Popular pizza-by-the-slice spot in historic St. Augustine.",,https://pizzatimeofstaugustine.com,"Official website",Pizza|Italian,0.0,,"Pizza Time St Augustine slices",29.8940918,-81.3129622,"italian food|lasagna|pasta|pizza|spaghetti","124 St George St","St. Augustine",FL,32084,US,,,,,,
"Burrito Works Taco Shop St. Augustine - St. Augustine","19 St George St","St. Augustine",FL,32084,US,Restaurant,"Casual taco and burrito shop in downtown St. Augustine.",,https://burritoworks.com,"Official website",Mexican|Tacos,0.0,,"Burrito Works St Augustine tacos",29.8971207,-81.3132371,"burritos|enchiladas|mexican food|quesadillas|street tacos|tacos","19 St George St","St. Augustine",FL,32084,US,,,,,,
"Carmine Pie House Jacksonville - Jacksonville","2677 Forbes St",Jacksonville,FL,32204,US,Restaurant,"Local pizza spot serving NY-style slices and whole pies.",,https://carminepiehouse.com,"Official website",Pizza|Italian,0.0,,"Carmine Pie House Jacksonville pizza",30.330256,-81.648145,"italian food|lasagna|pasta|pizza|spaghetti","2677 Forbes St",Jacksonville,FL,32204,US,,,,,,
"Sonny's BBQ Port Orange - Port Orange","1515 Dunlawton Ave","Port Orange",FL,32129,US,Restaurant,"Port Orange BBQ restaurant serving slow-smoked barbecue,family meals,takeout,and catering.","(386) 492-8820",https://www.sonnysbbq.com/locations/port-orange/,"Official website",BBQ|American,0.0,,"Sonnys BBQ Port Orange exterior; pulled pork ribs Port Orange",29.119707,-81.0199289,"bar food|burgers|grill|happy hour|wings","1515 Dunlawton Ave","Port Orange",FL,32129,US,,,,,,
"4 Rivers Smokehouse Daytona Beach - Daytona Beach","1866 Victory Circle","Daytona Beach",FL,32114,US,Restaurant|Bar,"Daytona Beach smokehouse at ONE DAYTONA known for brisket,barbecue platters,sides,desserts,and a full-service bar.","(321) 599-4352",https://www.4rsmokehouse.com/locations/daytona-beach/,"Official website",BBQ|American,0.0,,"4 Rivers Smokehouse Daytona Beach exterior; brisket barbecue ONE DAYTONA",29.214616,-81.0279905,"bar food|burgers|grill|happy hour|wings","1866 Victory Circle","Daytona Beach",FL,32114,US,,,,,,
"Colt's Pig Stand New Smyrna Beach - New Smyrna Beach","723 East 3rd Ave","New Smyrna Beach",FL,32169,US,Restaurant,"New Smyrna Beach barbecue restaurant serving smoked ribs, pulled pork, brisket, chicken, sandwiches, and lunch specials.","(386) 287-5588",https://www.coltspigstand.com/new-smyrna-beach,"Official website",BBQ|American,0.0,,"Colt's Pig Stand New Smyrna Beach exterior; smoked ribs brisket pulled pork New Smyrna Beach",29.0299,-80.8976,"bar food|burgers|grill|happy hour|wings","723 East 3rd Ave","New Smyrna Beach",FL,32169,US,,,,https://www.coltspigstand.com/menu,,
"Colt's Pig Stand Ormond Beach - Ormond Beach","1633 N US-1","Ormond Beach",FL,32174,US,Restaurant,"Ormond Beach BBQ restaurant offering barbecue,catering,and online ordering.","(386) 898-0360",https://www.coltspigstand.com/ormond-beach,"Official website",BBQ|American,0.0,,"Colts Pig Stand Ormond Beach exterior; BBQ sandwich ribs Ormond",29.3008809,-81.088214,"bar food|burgers|grill|happy hour|wings","1633 N US-1","Ormond Beach",FL,32174,US,,,,https://www.coltspigstand.com/menu,,
"Colt's Pig Stand Orange City - Orange City","1340 Saxon Blvd","Orange City",FL,32763,US,Restaurant,"Orange City BBQ restaurant offering barbecue,catering,and online ordering.","(386) 218-4003",https://www.coltspigstand.com/orange-city,"Official website",BBQ|American,0.0,,"Colts Pig Stand Orange City exterior; pulled pork brisket Orange City",28.9105348,-81.2756121,"bar food|burgers|grill|happy hour|wings","1340 Saxon Blvd","Orange City",FL,32763,US,,,,https://www.coltspigstand.com/menu,,
"Crave Hot Dogs & BBQ New Smyrna Beach - New Smyrna Beach","3155 State Rd 44","New Smyrna Beach",FL,32168,US,Restaurant,"New Smyrna Beach fast-casual BBQ and hot dog spot serving brisket, pulled pork, wings, bowls, wraps, and hot dogs.","(386) 895-5752",https://iwantcrave.com/locations/florida/,"Official website","BBQ|American|Hot Dogs",0.0,,"Crave Hot Dogs & BBQ New Smyrna Beach exterior; brisket pulled pork hot dogs New Smyrna Beach",29.0076,-80.9174,"bar food|burgers|grill|happy hour|wings","3155 State Rd 44","New Smyrna Beach",FL,32168,US,,,,,,
"Dustin's Bar-B-Q DeLand - DeLand","1375 S Woodland Blvd",DeLand,FL,32720,US,Restaurant,"DeLand barbecue restaurant serving slow-smoked ribs, pork, chicken, sandwiches, lunch specials, and takeout.","(386) 738-5607",https://www.dustinsbarbq.com/DeLand-10-349097.html,"Official website",BBQ|American,0.0,,"Dustin's Bar-B-Q DeLand exterior; pulled pork ribs DeLand",29.0056655,-81.3025123,"bar food|burgers|grill|happy hour|wings","1375 S Woodland Blvd",DeLand,FL,32720,US,,,,https://www.dustinsbarbq.com/our-menu/index,,
"Dustin's Bar-B-Q Edgewater - Edgewater","1208 S Ridgewood Ave",Edgewater,FL,32132,US,Restaurant,"Edgewater barbecue restaurant serving slow-smoked ribs, pork, chicken, sandwiches, lunch specials, and takeout.","(386) 423-5299",https://www.dustinsbarbq.com/Edgewater-10-349290.html,"Official website",BBQ|American,0.0,,"Dustin's Bar-B-Q Edgewater exterior; pulled pork ribs Edgewater",28.980163,-80.9014272,"bar food|burgers|grill|happy hour|wings","1208 S Ridgewood Ave",Edgewater,FL,32132,US,,,,https://www.dustinsbarbq.com/our-menu/index,,
"Dustin's Bar-B-Q Ormond Beach - Ormond Beach","1320 W Granada Blvd","Ormond Beach",FL,32174,US,Restaurant,"Ormond Beach barbecue restaurant serving slow-smoked ribs, pork, chicken, sandwiches, lunch specials, and takeout.","(386) 677-5292",https://www.dustinsbarbq.com/Ormond-Beach-10-349292.html,"Official website",BBQ|American,0.0,,"Dustin's Bar-B-Q Ormond Beach exterior; pulled pork ribs Ormond Beach",29.2644196,-81.1058179,"bar food|burgers|grill|happy hour|wings","1320 W Granada Blvd","Ormond Beach",FL,32174,US,,,,https://www.dustinsbarbq.com/our-menu/index,,
"Dustin's Bar-B-Q Port Orange - Port Orange","4908 Clyde Morris Blvd","Port Orange",FL,32119,US,Restaurant,"Port Orange barbecue restaurant serving slow-smoked ribs, pork, chicken, sandwiches, lunch specials, and takeout.","(386) 322-9177",https://www.dustinsbarbq.com/Port-Orange-10-349293.html,"Official website",BBQ|American,0.0,,"Dustin's Bar-B-Q Port Orange exterior; pulled pork ribs Port Orange",29.1170544,-81.024386,"bar food|burgers|grill|happy hour|wings","4908 Clyde Morris Blvd","Port Orange",FL,32119,US,,,,https://www.dustinsbarbq.com/our-menu/index,,
"Brian's Bar-B-Que DeLand - DeLand","795 N Spring Garden Ave",DeLand,FL,32720,US,Restaurant,"DeLand barbecue restaurant known for award-winning ribs, chicken, salad bar, daily specials, and catering.","(386) 736-8851",https://www.briansbbq.com/,"Official website",BBQ|American,0.0,,"Brian's Bar-B-Que DeLand exterior; smoked ribs pulled pork DeLand",29.0403738,-81.3237633,"bar food|burgers|grill|happy hour|wings","795 N Spring Garden Ave",DeLand,FL,32720,US,,,,,,
"Royal Rasoi Express - Port Orange","3837 S Nova Rd","Port Orange",FL,32127,US,Restaurant,,+13866756002,,,Indian,,,,29.138,-80.995,indian|curry|biryani|spicy|ethnic,"3837 S Nova Rd","Port Orange",FL,32127,US,"Indian restaurant offering curries, biryani, and traditional dishes.",,Manual,,,
"Amrit Indian Cuisine - South Daytona","2055 S Ridgewood Ave","South Daytona",FL,32119,US,Restaurant,,+13864924891,,,Indian,,,,29.1655,-81.007,indian|tandoori|curry|ethnic|dinner,"2055 S Ridgewood Ave","South Daytona",FL,32119,US,"Authentic Indian cuisine with rich curries and tandoori dishes.",,Manual,,,
